A=9046 B=9901 C=9072 X=167764763 Y=5227605436 Z=45968984442 M=2329
A=9950 B=9748 C=6081 X=529711519 Y=3131830146 Z=64748041992 M=2386
A=5206 B=6105 C=5942 X=535416533 Y=8922414349 Z=73190108865 M=7803
A=4454 B=4852 C=7649 X=864346897 Y=2445227124 Z=11959139835 M=5822
A=7736 B=4218 C=6119 X=982483900 Y=6053715203 Z=90686464251 M=3237
A=6159 B=3732 C=7366 X=574993997 Y=2889739541 Z=92762818532 M=9022
A=5163 B=3868 C=7965 X=824279412 Y=6015279500 Z=39643924735 M=7461
A=2000 B=4000 C=8000 X=707829789 Y=1845269529 Z=56706555200 M=2000
A=5495 B=6860 C=9851 X=142456685 Y=6324121856 Z=12424422336 M=8979
A=6016 B=8434 C=6450 X=497546221 Y=7461903599 Z=57054442604 M=6241
A=9418 B=6185 C=8033 X=969138222 Y=8460337489 Z=90125268605 M=9814
A=2614 B=8051 C=5639 X=583604413 Y=4605614063 Z=35002641278 M=8489
A=6385 B=9134 C=6050 X=820837766 Y=8042216184 Z=32491361173 M=1276
A=2261 B=5813 C=8460 X=181300346 Y=1397249371 Z=70304940528 M=5672
A=5392 B=9759 C=6480 X=536911972 Y=4551200289 Z=63404814700 M=8284
A=8461 B=7737 C=9331 X=242188601 Y=9355517473 Z=43648540741 M=1130
A=9028 B=9433 C=5143 X=141503949 Y=1774635344 Z=13046238524 M=5822
A=2398 B=8143 C=6075 X=190955337 Y=3024819571 Z=51463041324 M=3143
A=3072 B=7484 C=9362 X=958503549 Y=8858150849 Z=15519408374 M=8598
A=6830 B=6424 C=8445 X=412350487 Y=6302141599 Z=66985671760 M=2980
A=9424 B=6635 C=6055 X=728203908 Y=2369929280 Z=21864719750 M=5811
A=7615 B=7586 C=6120 X=147563061 Y=7668868010 Z=83446607852 M=9596
A=6487 B=3609 C=6577 X=263375565 Y=2388286864 Z=32923348208 M=3978
A=2341 B=5301 C=5732 X=647472389 Y=8745648018 Z=13018232784 M=8781
A=5991 B=4031 C=5141 X=696510676 Y=7942680088 Z=96503976856 M=2720
A=7550 B=6342 C=6499 X=569643831 Y=7249680920 Z=71340185390 M=6879
A=5988 B=4487 C=6177 X=623277224 Y=6139997891 Z=19811586953 M=9796
A=9803 B=6390 C=7874 X=597848585 Y=9531943452 Z=78332917145 M=7497
A=8282 B=6499 C=7843 X=715723870 Y=4864618579 Z=41402529712 M=2468
A=2653 B=3028 C=8331 X=597812169 Y=8509271182 Z=27385287681 M=2947
A=5256 B=4620 C=8015 X=870338495 Y=9702034195 Z=17796634164 M=2042
A=8149 B=8136 C=5502 X=715846579 Y=3644321691 Z=59211940860 M=3252
A=6932 B=8759 C=6595 X=311404355 Y=7231551950 Z=10191123637 M=6762
A=8198 B=9994 C=6919 X=121716917 Y=4582341105 Z=86280036737 M=1240
A=6600 B=6545 C=7065 X=380984694 Y=9092572632 Z=92535396586 M=4713
A=2509 B=8056 C=8236 X=230204342 Y=9044846883 Z=49317539706 M=6126
A=7652 B=7497 C=7029 X=986192980 Y=1090923109 Z=27660986013 M=1089
A=4924 B=9911 C=6228 X=629365089 Y=8087398736 Z=87616520055 M=8336
A=6882 B=8111 C=8027 X=970013483 Y=2698046349 Z=76246533495 M=8352
A=3393 B=7750 C=9389 X=613549259 Y=8236194270 Z=68863815304 M=9646
A=8269 B=9601 C=6876 X=651498999 Y=2795431890 Z=56275635717 M=4256
A=8467 B=3089 C=7114 X=139491709 Y=4480405376 Z=90846080618 M=9918
A=4287 B=5286 C=7601 X=923430176 Y=8644650468 Z=84499072477 M=5328
A=5325 B=5167 C=7612 X=946646124 Y=4056904813 Z=12410034079 M=3270
A=3296 B=5074 C=5466 X=784360316 Y=1409791085 Z=32723866734 M=8944
A=2313 B=5216 C=5287 X=314600704 Y=2176051530 Z=35664839987 M=6814
A=6246 B=6868 C=5023 X=806001734 Y=1650080469 Z=63470124024 M=5691
A=5097 B=7853 C=6117 X=956073290 Y=7831712096 Z=46254880252 M=3236
A=4594 B=6442 C=8289 X=549559949 Y=8866117169 Z=89583763569 M=2474
A=2603 B=5518 C=6230 X=738182232 Y=2843293823 Z=63128315049 M=8794
A=3967 B=9894 C=6574 X=395012139 Y=8216793004 Z=33022354302 M=2878
A=6552 B=8158 C=7423 X=326648179 Y=4317886494 Z=85697089297 M=1308
A=4589 B=3745 C=7734 X=431649049 Y=6539407910 Z=40071073845 M=3464
A=5997 B=7836 C=9898 X=754423285 Y=8516004387 Z=46533022277 M=4969
A=8097 B=7654 C=6901 X=536890170 Y=6836075536 Z=96092672117 M=9017
A=2702 B=4335 C=9083 X=145393370 Y=8247650262 Z=76114848290 M=7397
A=5213 B=4801 C=5962 X=538716992 Y=3071098673 Z=59921259912 M=4931
A=6943 B=4441 C=5884 X=471096129 Y=2930382676 Z=40428370260 M=6622
A=3521 B=3841 C=8824 X=482224739 Y=1419244230 Z=20764900655 M=6283
A=9235 B=6537 C=5613 X=604034114 Y=2168838390 Z=29770552445 M=8186
A=2082 B=6555 C=5543 X=656776181 Y=7304822609 Z=57926093805 M=1331
A=9391 B=5356 C=8221 X=595135561 Y=4099464352 Z=53236841711 M=1394
A=2574 B=4893 C=9961 X=142761596 Y=2939120568 Z=10377384327 M=1380
A=9112 B=7694 C=7178 X=103235267 Y=2916595523 Z=25941706375 M=5547
A=6214 B=6054 C=8808 X=652395961 Y=9542315533 Z=92610484736 M=3284
A=7179 B=5659 C=8833 X=651022920 Y=2546733818 Z=12386437060 M=7848
A=4073 B=3550 C=6233 X=128787977 Y=4282744681 Z=89208538925 M=1859
A=8868 B=5128 C=8918 X=421621812 Y=4210679452 Z=25331125184 M=6246
A=8838 B=5802 C=6683 X=888688443 Y=2380523766 Z=43234170024 M=7300
A=7525 B=9681 C=5743 X=423474144 Y=1983616753 Z=63789270205 M=3721
A=7510 B=5586 C=6616 X=141051694 Y=2699906189 Z=66525300240 M=4517
A=9282 B=6133 C=5536 X=789457329 Y=1727712738 Z=29835366464 M=2759
A=6165 B=4970 C=5905 X=188101407 Y=7895920610 Z=63725530357 M=6326
A=9064 B=4722 C=8167 X=818701268 Y=5247941777 Z=77322161062 M=3668
A=5771 B=8031 C=9013 X=584516302 Y=6649227308 Z=99207545423 M=8866
A=7912 B=6426 C=8026 X=654693510 Y=5183779090 Z=89138891348 M=6163
A=3289 B=7174 C=5010 X=388643327 Y=5860525878 Z=37525450262 M=7344
A=8919 B=9577 C=8302 X=321256913 Y=5151543600 Z=23805883337 M=4898
A=3015 B=8681 C=5995 X=121652189 Y=6614954093 Z=55045360138 M=7628
A=5386 B=3667 C=7842 X=146955485 Y=9608285686 Z=53955647864 M=1252
A=6591 B=7762 C=8408 X=795412432 Y=7396489059 Z=27103030466 M=2312
A=6021 B=5657 C=6006 X=468974313 Y=2915395683 Z=51932658055 M=6257
A=5647 B=9209 C=9305 X=179935595 Y=7756539233 Z=83803249422 M=5369
A=6946 B=8348 C=7758 X=483220989 Y=1325051819 Z=10623260483 M=8330
A=6008 B=4337 C=6280 X=586049095 Y=4995937264 Z=23294042204 M=7606
A=5560 B=7520 C=5487 X=500557015 Y=9728579275 Z=93109230151 M=9461
A=8846 B=7827 C=7702 X=191712318 Y=2365900039 Z=98255462867 M=1968
A=5023 B=5148 C=5182 X=980783147 Y=1741307672 Z=13639776992 M=7108
A=2691 B=7943 C=6007 X=368617571 Y=3535383824 Z=96361280570 M=3817
A=4179 B=9203 C=7477 X=977567291 Y=6435986103 Z=24840735502 M=4313
A=6560 B=6538 C=8981 X=625997898 Y=8931330388 Z=65064311225 M=6766
A=3510 B=5765 C=5314 X=192479168 Y=7872739114 Z=43379359548 M=1504
A=5496 B=5869 C=7414 X=146040904 Y=5906154860 Z=19114972216 M=9058
A=9373 B=4301 C=9372 X=725764120 Y=2878060553 Z=56951105037 M=1261
A=7208 B=9649 C=8269 X=499240772 Y=6754029335 Z=82393316419 M=5520
A=3871 B=9090 C=6959 X=249839506 Y=8806081822 Z=28924102834 M=6906
A=6179 B=3503 C=5135 X=784625936 Y=6592241102 Z=81461472274 M=2998
A=5895 B=8040 C=9126 X=163328113 Y=1053268028 Z=77462254417 M=8207
A=2194 B=5487 C=9879 X=899363314 Y=3845185920 Z=18361883483 M=8388
A=2821 B=4021 C=5739 X=453859465 Y=6697605726 Z=52186324734 M=9193
A=4587 B=5451 C=5382 X=972619174 Y=9346327076 Z=14406725262 M=6547
A=7594 B=3744 C=8992 X=627943917 Y=3519638646 Z=41524672097 M=6573
A=8005 B=9538 C=6514 X=945028214 Y=5983282809 Z=85284534808 M=5064
A=4823 B=9674 C=7695 X=908070971 Y=5771306239 Z=18784372929 M=4010
A=6798 B=6072 C=9202 X=492730151 Y=8396010415 Z=35802261033 M=9577
A=5363 B=4081 C=5153 X=745099404 Y=5309094780 Z=89743245676 M=1953
A=2957 B=5276 C=5264 X=208280604 Y=9182266354 Z=30522926114 M=6818
A=2540 B=8252 C=5536 X=501733955 Y=3596763146 Z=38597648633 M=8794
A=6910 B=5226 C=9488 X=230139404 Y=7731036562 Z=72672873211 M=2226
A=6448 B=5121 C=7042 X=330306572 Y=9206813984 Z=50505645188 M=5558
A=5872 B=3927 C=6048 X=937317640 Y=5143198656 Z=93706038235 M=6912
A=7892 B=8060 C=6797 X=289156102 Y=7969290275 Z=24778043783 M=8477
A=7979 B=9848 C=7650 X=982627970 Y=1502631023 Z=41983025902 M=9471
A=2460 B=5548 C=8987 X=547679795 Y=9440272394 Z=82201146427 M=4693
A=3611 B=8106 C=7449 X=880725676 Y=3079797743 Z=13620535327 M=9347
A=8952 B=7422 C=8998 X=694034615 Y=2015853993 Z=16041525870 M=4861
A=2009 B=6390 C=8467 X=784711894 Y=8702936768 Z=48856190438 M=5048
A=6986 B=8397 C=5114 X=692287295 Y=6132588171 Z=16446945140 M=8907
A=7955 B=3939 C=6703 X=953634060 Y=9715697742 Z=92979696066 M=6316
A=8716 B=6626 C=9981 X=466032783 Y=1393549058 Z=56271535567 M=5531
A=7712 B=3045 C=7932 X=217670931 Y=2322302991 Z=47713981816 M=1214
A=3595 B=8259 C=8647 X=622809477 Y=6012902031 Z=96323284364 M=2699
A=3859 B=5283 C=9015 X=689944650 Y=4035046180 Z=39244417937 M=9739
A=5241 B=9130 C=5730 X=601760962 Y=1578571982 Z=43671375192 M=1298
A=4319 B=5929 C=5204 X=812639354 Y=5786610475 Z=48463783126 M=6584
A=2767 B=9004 C=5117 X=553230865 Y=9836962282 Z=60664540681 M=2094
A=7868 B=9869 C=5811 X=119728002 Y=7984327370 Z=72207609039 M=2583
A=7821 B=6253 C=9781 X=437992161 Y=8870422099 Z=70393208830 M=5422
A=9439 B=4581 C=5710 X=565129115 Y=7041169555 Z=98874664265 M=5722
A=9250 B=8071 C=9600 X=679862694 Y=2443247222 Z=89185794599 M=1735
A=2195 B=9065 C=8791 X=329869279 Y=1957846538 Z=61046897665 M=6066
A=7953 B=9527 C=6356 X=557330671 Y=4114925671 Z=83548686252 M=8747
A=2314 B=3089 C=8741 X=473631938 Y=9935187094 Z=44076176476 M=1523
A=9526 B=5438 C=9789 X=997418701 Y=7950254313 Z=24823195212 M=5440
A=9293 B=7530 C=9768 X=842150686 Y=7864763979 Z=81226235207 M=4158
A=5686 B=8553 C=6350 X=614792549 Y=3785472929 Z=36209265105 M=8108
A=5083 B=9614 C=5010 X=794117988 Y=9228813673 Z=66489477977 M=5044
A=5343 B=7998 C=5781 X=440018488 Y=2150781724 Z=42901352576 M=7976
A=4147 B=5527 C=5163 X=342388753 Y=5213583665 Z=62529583630 M=2530
A=3139 B=9690 C=6711 X=568839061 Y=1891384040 Z=78235021113 M=2341
A=3092 B=8513 C=7789 X=270526691 Y=5443378709 Z=31690185140 M=6912
A=3012 B=5309 C=9224 X=612195636 Y=6912388694 Z=39133702007 M=9613
A=3915 B=6103 C=5547 X=336294878 Y=7598826115 Z=51789894956 M=6629
A=7788 B=6013 C=5483 X=851515478 Y=8395527678 Z=21626682722 M=8943
A=6928 B=9533 C=6125 X=521749650 Y=5336799813 Z=83138754714 M=6460
A=7708 B=8827 C=6332 X=137765428 Y=1222367242 Z=71755767685 M=6941
A=8019 B=3590 C=8985 X=318797227 Y=6381088100 Z=32043713372 M=2582
A=9047 B=3906 C=7597 X=470777765 Y=3259628993 Z=82608551380 M=1056
A=6518 B=5498 C=9755 X=349701123 Y=3377153415 Z=90064923131 M=2646
A=3462 B=7252 C=6268 X=281536528 Y=3168069534 Z=29438109196 M=3624
A=2122 B=8025 C=8391 X=792978037 Y=5405163004 Z=41585579921 M=3359
A=6988 B=8112 C=6651 X=413226977 Y=9657966319 Z=41762989718 M=1067
A=7888 B=5002 C=6237 X=717635929 Y=7716996042 Z=66648304204 M=9199
A=2237 B=4168 C=8386 X=886479596 Y=8686209800 Z=18776468303 M=9338
A=8580 B=9037 C=6749 X=955813901 Y=6803735309 Z=61668223523 M=4885
A=6030 B=9692 C=7188 X=664081869 Y=5240213988 Z=97109583163 M=1118
A=7397 B=8492 C=6390 X=689737641 Y=9263301034 Z=76898506787 M=7461
A=7720 B=4157 C=6422 X=369964843 Y=4221957688 Z=50945184294 M=3014
A=6033 B=7151 C=8455 X=578653494 Y=6942554655 Z=36551434375 M=7047
A=4073 B=4216 C=6735 X=530565527 Y=2676398129 Z=13259685281 M=5322
A=2968 B=6244 C=5832 X=467439251 Y=4315899172 Z=93491170143 M=6679
A=8038 B=8440 C=5929 X=850309426 Y=8080540506 Z=27265065066 M=8871
A=4584 B=5941 C=8558 X=336574697 Y=6776969386 Z=24486465352 M=7007
A=8284 B=4073 C=6307 X=367715586 Y=4681546719 Z=47378585784 M=5030
A=9154 B=9578 C=9041 X=251003570 Y=8047623922 Z=92122908622 M=1380
A=6608 B=9244 C=5246 X=274776857 Y=4238175830 Z=42599092573 M=8199
A=9590 B=8302 C=8069 X=451306218 Y=5165305336 Z=35637231508 M=4867
A=6147 B=8985 C=8464 X=600298354 Y=3075034482 Z=32838937494 M=3960
A=5716 B=8599 C=7680 X=189913040 Y=7198739365 Z=11154102895 M=1121
A=5446 B=7782 C=7034 X=297906282 Y=4810975275 Z=74747665837 M=8088
A=6004 B=4985 C=8984 X=187576308 Y=8051235780 Z=43988883986 M=4916
A=9412 B=9420 C=8323 X=190457120 Y=7972657607 Z=17435236730 M=8174
A=3244 B=3116 C=5419 X=622319502 Y=8651921603 Z=60286989941 M=4214
A=8970 B=3711 C=6880 X=247156448 Y=5560899490 Z=62089309264 M=6091
A=3021 B=5680 C=6711 X=198599868 Y=5571439060 Z=97545036808 M=9977
A=5565 B=5592 C=5980 X=669053953 Y=1288066084 Z=84163705379 M=7356
A=8402 B=6236 C=7480 X=770140124 Y=4144908549 Z=93432342284 M=7312
A=9700 B=6016 C=7549 X=429572445 Y=2981197708 Z=24328302794 M=9279
A=5923 B=3792 C=8595 X=887031987 Y=6439173130 Z=15662918476 M=9974
A=2767 B=4580 C=8521 X=743057311 Y=1666378808 Z=29759299187 M=7862
A=6859 B=4105 C=9550 X=751685169 Y=3091654738 Z=19101391304 M=4997
A=4590 B=3274 C=9650 X=514945196 Y=7394548189 Z=29367121164 M=6516
A=9771 B=4172 C=5944 X=155737041 Y=8942629475 Z=99003727729 M=4561
A=3960 B=5787 C=5230 X=977448399 Y=4165857610 Z=86005802729 M=4799
A=8135 B=9333 C=9553 X=678144366 Y=8554551133 Z=73777665794 M=3421
A=6686 B=9127 C=7027 X=384626581 Y=4816771122 Z=88244143591 M=4978
A=3881 B=6539 C=9403 X=203808038 Y=2158733739 Z=44224184998 M=2823
A=9058 B=4847 C=6287 X=253571544 Y=2861264622 Z=95205152879 M=3075
A=7931 B=4197 C=7985 X=163971111 Y=8547921990 Z=73272081909 M=5532
A=2057 B=5020 C=5304 X=813220713 Y=9351581591 Z=72446452613 M=5205
A=4581 B=3608 C=8333 X=788588906 Y=6767132210 Z=96279982702 M=6006
A=6264 B=9987 C=7697 X=648941581 Y=4589580595 Z=33192533231 M=2272
A=6772 B=6184 C=9628 X=495860511 Y=3583310711 Z=97071045120 M=2177
A=4377 B=3619 C=9545 X=123826791 Y=7688159525 Z=76251126155 M=1201
A=9422 B=7532 C=8381 X=476304177 Y=6847604870 Z=52875465473 M=6473
A=7280 B=3844 C=9358 X=886244288 Y=8452396579 Z=13727489836 M=3849
A=9533 B=8164 C=9829 X=438114207 Y=1443192976 Z=59578434335 M=5398
A=2900 B=5975 C=9609 X=357879761 Y=1466574641 Z=58072350022 M=4789
A=8814 B=8378 C=8368 X=870718091 Y=9891828541 Z=10526471444 M=2959
A=2028 B=4237 C=7788 X=921660758 Y=3899042792 Z=89756065902 M=4742
A=9904 B=4218 C=7125 X=551884334 Y=2372041630 Z=52270768094 M=1168
A=5366 B=4218 C=5911 X=925317752 Y=8670632512 Z=82856824559 M=7772
A=7495 B=5742 C=8328 X=419521951 Y=8536718706 Z=70248876785 M=8280
A=5032 B=6094 C=9223 X=528143289 Y=1219197094 Z=58353408814 M=9824
A=4601 B=9917 C=7683 X=678232197 Y=7575995356 Z=42991822352 M=5312
A=4495 B=6796 C=7518 X=538574560 Y=9258588430 Z=53455644615 M=7103
A=2283 B=8935 C=8148 X=980475404 Y=1251077092 Z=51830734863 M=5999
A=4295 B=4526 C=7435 X=553049659 Y=5545251944 Z=11341459141 M=8491
A=6618 B=7989 C=6092 X=399339566 Y=1790875994 Z=18052224175 M=1192
A=2580 B=9608 C=5557 X=697082842 Y=2596279241 Z=33361555806 M=2257
A=6481 B=9549 C=8822 X=658049941 Y=2753503592 Z=80217091297 M=2089
A=5672 B=9074 C=5374 X=151204740 Y=6004421568 Z=98269855416 M=2370
A=7614 B=7840 C=7618 X=518118661 Y=6788020361 Z=89007849460 M=9953
A=4527 B=7712 C=7204 X=412657227 Y=8618560655 Z=48601320797 M=9717
A=2669 B=9068 C=7446 X=690814658 Y=7206011579 Z=30951869385 M=6782
A=7156 B=6726 C=7983 X=954290513 Y=2818122773 Z=10433666436 M=5182
A=7799 B=8879 C=5868 X=531723882 Y=6235091563 Z=69400969674 M=5584
A=8946 B=9075 C=9592 X=161549378 Y=2802062100 Z=52947782342 M=3472
A=3450 B=9710 C=8871 X=966734468 Y=2598573182 Z=12809506849 M=3024
A=2987 B=7537 C=9036 X=421769322 Y=1281013887 Z=56523771006 M=2612
A=9814 B=3887 C=8020 X=148977082 Y=1572312534 Z=99715974085 M=1742
A=3112 B=7287 C=8963 X=871777755 Y=8133274271 Z=20154688596 M=3922
A=5855 B=4279 C=6542 X=108803823 Y=5522566831 Z=92312057400 M=9502
A=6281 B=4171 C=8234 X=778682085 Y=2628606723 Z=84436496895 M=5402
A=8256 B=9679 C=8384 X=116764221 Y=6368804812 Z=45010891701 M=1679
A=2168 B=4358 C=7449 X=950872083 Y=7090333229 Z=49317431720 M=5368
A=2401 B=4867 C=7356 X=934814616 Y=2552321390 Z=42107240215 M=3368
A=6624 B=9529 C=7141 X=540750625 Y=2854329209 Z=89769353618 M=3999
A=8885 B=5468 C=9544 X=968616600 Y=3893637773 Z=79981866484 M=6122
A=5937 B=8619 C=5500 X=774880536 Y=5944287998 Z=50031802970 M=3161
A=9241 B=5583 C=9863 X=933658938 Y=7500791313 Z=36607209384 M=4619
A=4968 B=6421 C=6242 X=532366178 Y=7590541814 Z=18593058056 M=6294
A=8347 B=4287 C=8260 X=497171905 Y=3900368392 Z=47882470181 M=5061
A=2228 B=8566 C=5344 X=354667281 Y=8092687323 Z=21626930841 M=2217
A=4165 B=5485 C=7840 X=276670355 Y=1903566464 Z=16749319535 M=8586
A=2988 B=9731 C=8553 X=732091550 Y=3517465906 Z=86094898022 M=4597
A=6798 B=3208 C=6987 X=980421353 Y=9841336108 Z=72719809789 M=3307
A=6687 B=8054 C=7044 X=635253638 Y=7347493819 Z=16658631949 M=9789
A=5065 B=5310 C=9294 X=546448815 Y=4329307844 Z=85512958695 M=3605
A=3601 B=7544 C=8943 X=576561026 Y=8172559794 Z=84928987075 M=9240
A=9030 B=5810 C=5507 X=801977059 Y=7589155439 Z=26113834246 M=5753
A=2221 B=4962 C=8059 X=630344389 Y=4109038347 Z=16467030105 M=7094
A=7126 B=6107 C=6312 X=524488516 Y=7353097684 Z=46626866878 M=9345
A=2480 B=9208 C=9923 X=183954210 Y=1482491016 Z=72176626183 M=8406
A=5667 B=6241 C=5096 X=190342199 Y=5189505629 Z=74813753002 M=4701
A=5239 B=6948 C=7280 X=832778285 Y=2092055449 Z=61061526747 M=5071
A=6222 B=4831 C=6448 X=551964315 Y=5512298639 Z=14744119647 M=9290
A=2278 B=9603 C=9597 X=500169078 Y=9119861961 Z=96613961809 M=7763
A=6530 B=5966 C=9534 X=109317262 Y=9679096940 Z=23224030167 M=3127
A=4463 B=6518 C=9236 X=826662418 Y=9484989591 Z=99112410494 M=4180
A=8061 B=9051 C=6840 X=478488220 Y=6809061198 Z=11704835087 M=9246
A=5284 B=3211 C=6768 X=467270305 Y=5021835053 Z=67056735310 M=8189
A=3154 B=6337 C=6543 X=304730865 Y=8963652373 Z=40188696633 M=3167
A=3619 B=9647 C=7270 X=662875965 Y=7808321020 Z=67214383381 M=6070
A=2815 B=4786 C=7097 X=127446502 Y=1137300454 Z=93122744447 M=1075
A=9118 B=3383 C=9950 X=595033214 Y=9294213148 Z=51091182905 M=6114
A=4922 B=6344 C=9335 X=881354007 Y=3770163444 Z=58586787957 M=5481
A=4350 B=8007 C=6761 X=953238198 Y=6088131384 Z=27602902606 M=2148
A=5887 B=4602 C=8803 X=625934163 Y=2316953407 Z=55755579002 M=4505
A=9614 B=5294 C=8243 X=752685870 Y=1619967874 Z=56306543591 M=4249
A=2065 B=3931 C=9158 X=762867222 Y=7756582547 Z=13584749839 M=2301
A=7764 B=7812 C=8386 X=578168088 Y=7737149480 Z=87748419942 M=6039
A=2359 B=6012 C=9514 X=628900648 Y=3377187028 Z=99511282659 M=6326
A=2507 B=3867 C=5839 X=447116039 Y=2971803420 Z=42802419826 M=8126
A=8901 B=6620 C=7362 X=430947613 Y=6433570110 Z=65315131070 M=2565
A=8728 B=4943 C=7191 X=473332766 Y=8611746279 Z=21592141141 M=1026
A=5228 B=8103 C=8344 X=739722091 Y=9226948678 Z=34114793839 M=9856
A=6526 B=8242 C=9897 X=654071022 Y=6388668989 Z=35137977311 M=7781
A=9808 B=4849 C=7559 X=528561227 Y=6386429329 Z=13512357685 M=6950
A=5688 B=3517 C=5502 X=792380382 Y=9884620506 Z=64855384334 M=9185
A=7364 B=9868 C=6198 X=813258384 Y=2431241233 Z=75590053635 M=4329
A=2208 B=6091 C=7573 X=938623265 Y=6419161266 Z=33048897933 M=5775
A=3431 B=8521 C=6812 X=814236323 Y=2659260533 Z=10711329640 M=7909
A=8717 B=9432 C=6215 X=682651854 Y=4679240289 Z=55551747098 M=6275
A=3648 B=3192 C=8779 X=857998053 Y=6450531904 Z=60930997205 M=2082
A=7855 B=8181 C=8462 X=989967997 Y=5275865116 Z=83178304468 M=7719
A=5549 B=9911 C=5734 X=398167709 Y=1807392214 Z=58382114089 M=8956
A=4358 B=9357 C=8529 X=962405892 Y=1691337426 Z=10580396223 M=5435
A=6698 B=6742 C=6840 X=346255469 Y=8611409355 Z=81739575402 M=1561
A=2649 B=6735 C=5915 X=457070717 Y=5730367082 Z=62928430512 M=6366
A=2272 B=5610 C=5511 X=442905579 Y=7301111647 Z=99273191446 M=2570
A=9982 B=5043 C=7958 X=302935935 Y=3268841730 Z=97273439596 M=3665
A=8370 B=3054 C=6588 X=921959704 Y=4323640979 Z=13934033375 M=3288
A=6083 B=7792 C=8801 X=169990188 Y=7425107044 Z=74562243548 M=1147
A=2340 B=8836 C=6805 X=312156308 Y=1134492794 Z=64218142562 M=8064
A=9354 B=5211 C=5645 X=739990451 Y=4335827705 Z=80046613637 M=4881
A=4775 B=4663 C=7659 X=155274980 Y=9935410411 Z=45832678286 M=6470
A=2952 B=7739 C=8634 X=535008787 Y=1320642765 Z=20682173700 M=2761
A=9661 B=7168 C=9250 X=318019953 Y=4805810269 Z=92561044538 M=3886
A=7600 B=9140 C=7452 X=935013653 Y=8413654713 Z=41237125925 M=2544
A=9098 B=3835 C=7680 X=214668364 Y=8478414216 Z=60864891443 M=1063
A=6995 B=3141 C=7092 X=965006771 Y=4182279395 Z=62546915495 M=5398
A=8056 B=6225 C=5929 X=636716430 Y=1999009042 Z=58922770740 M=9932
A=3166 B=3887 C=6220 X=711103033 Y=5490108773 Z=18849801440 M=4439
A=4330 B=6687 C=5982 X=827257752 Y=6486710070 Z=94639612547 M=8095
A=9270 B=9434 C=8615 X=421035661 Y=8117086021 Z=73101259165 M=9023
A=7363 B=6855 C=5561 X=367617400 Y=6645030720 Z=57610332787 M=1955
A=2122 B=3227 C=7948 X=140787837 Y=2898779259 Z=34993120415 M=4850
A=8163 B=6164 C=8884 X=614440391 Y=7754563174 Z=53061777128 M=9534
A=8752 B=6189 C=9188 X=421294286 Y=2796059776 Z=31106230817 M=9344
A=8309 B=7319 C=5174 X=342733466 Y=1224394031 Z=98882951480 M=5358
A=6959 B=5895 C=6051 X=706239785 Y=1507621598 Z=81277262407 M=8297
A=3453 B=6662 C=9317 X=183212345 Y=7090871501 Z=55011606481 M=9560
A=6780 B=9213 C=9701 X=781360213 Y=2027170880 Z=39973659847 M=1355
A=9039 B=4742 C=7566 X=806400625 Y=1737060403 Z=46810203659 M=5825
A=8733 B=7370 C=8277 X=682819683 Y=5966034440 Z=28776200924 M=9553
A=2407 B=5088 C=8491 X=673504968 Y=8589776724 Z=72921849041 M=4328
A=9338 B=5155 C=5302 X=554589725 Y=7199384433 Z=25843974940 M=7073
A=9666 B=7126 C=9013 X=223079468 Y=7331913157 Z=83028185402 M=8860
A=4205 B=5057 C=5411 X=804621752 Y=3126801922 Z=58975511548 M=9691
A=4113 B=9151 C=5282 X=911407831 Y=9261159034 Z=36360454595 M=2694
A=5943 B=6826 C=5395 X=348018693 Y=3124447734 Z=82241598151 M=2232
A=6455 B=9433 C=9809 X=936508585 Y=1715471317 Z=37181863175 M=5644
A=5044 B=8577 C=5167 X=541727295 Y=1512108332 Z=24322239167 M=6746
A=7586 B=6768 C=6021 X=569227413 Y=8725157179 Z=36208831041 M=6242
A=2254 B=8076 C=9388 X=443522884 Y=5926088559 Z=88810784100 M=8764
A=9996 B=4370 C=5697 X=130317575 Y=1598579320 Z=48339407300 M=6154
A=2511 B=5933 C=7233 X=453805468 Y=9971030497 Z=63107645875 M=9229
A=6706 B=4371 C=8232 X=347075915 Y=7488233560 Z=40714595748 M=1797
A=9611 B=7618 C=7514 X=585213980 Y=9326780084 Z=68378831703 M=6463
A=7218 B=6627 C=6278 X=259874417 Y=1986960741 Z=30704197039 M=9860
A=6325 B=8367 C=7955 X=503978160 Y=7488136610 Z=48808148415 M=2792
A=9213 B=8561 C=9386 X=700325435 Y=5949085163 Z=73085462347 M=5009
A=7931 B=9386 C=8379 X=914321525 Y=6020487996 Z=66928009628 M=5763
A=7032 B=7842 C=8152 X=260732703 Y=3598432141 Z=96157808765 M=7279
A=4131 B=4969 C=9786 X=590260153 Y=3822650183 Z=56263608574 M=5434
A=4268 B=3827 C=7042 X=301891812 Y=4919257767 Z=11721769195 M=8497
A=4230 B=7658 C=7713 X=169666491 Y=5619520508 Z=40915429765 M=3397
A=6491 B=5798 C=5208 X=791069816 Y=6414195621 Z=48066463469 M=2340
A=9288 B=9281 C=9444 X=348103420 Y=7576701673 Z=49641988193 M=7490
A=8823 B=4833 C=5543 X=286922730 Y=8446715066 Z=89174483970 M=1275
A=8996 B=7817 C=7588 X=902505450 Y=3406660485 Z=29816756279 M=1148
A=8967 B=9139 C=5180 X=436058723 Y=5756270343 Z=77500537045 M=7266
